0.0 0.0
1116.3 1555.2
1148.1 1771.1
1160.8 2025.1
1173.5 2037.8
1186.2 1796.5
1205.2 1885.4
1224.3 2050.5
1237.0 1993.4
1300.5 2006.1
1351.3 2241.0
1357.6 1479.0
1637.0 2698.2
1649.7 2431.5
1668.8 1809.2
1706.9 2704.6
1706.9 2774.4
1732.3 2393.4
1732.3 2133.1
1732.3 1250.4
1745.0 2190.2
1745.0 2418.8
1757.7 2520.4
1757.7 1364.7
1764.0 2749.0
1764.0 2342.6
1764.0 2799.8
1764.0 2291.8
1802.1 1352.0
1814.8 1650.5
1821.2 1828.3
1833.9 1263.1
1846.6 1783.8
1846.6 1866.4
1846.6 1415.5
1852.9 3003.0
1859.3 2164.8
1872.0 2818.9
1872.0 2996.7
1872.0 3066.5
1891.0 2247.4
1891.0 2869.7
1897.4 2456.9
1897.4 2412.5
1897.4 2996.7
1903.7 2698.2
1903.7 2818.9
1916.4 2469.6
1941.8 1390.1
1948.2 2196.6
1948.2 1307.6
1954.5 2583.9
1960.9 1815.6
1986.3 2133.1
1999.0 1802.9
2011.7 2177.5
2011.7 2761.7
2011.7 1828.3
2011.7 2272.8
2024.4 1123.4
2037.1 2304.5
2043.4 1301.2
2043.4 1580.6
2043.4 1853.7
2049.8 1745.7
2056.1 2355.3
2056.1 2577.6
2056.1 2469.6
2056.1 1821.9
2094.2 2564.9
2157.7 2139.4
2183.1 1320.3
2195.8 2939.5
2195.8 2476.0
2202.2 1136.1
2202.2 2844.3
2208.5 1085.3
2214.9 1174.2
2214.9 1428.2
2214.9 2971.3
2221.2 1009.1
2227.6 1339.3
2227.6 2812.5
2246.6 2888.7
2297.4 1771.1
2297.4 2514.1
2335.5 2355.3
2348.2 952.0
2348.2 2241.0
2424.4 1599.7
2424.4 2107.7
2430.8 2399.8
2430.8 1504.4
2430.8 1644.1
2437.1 1434.6
2437.1 1523.5
2456.2 2698.2
2462.5 1968.0
2475.2 1936.2
2487.9 2063.2
2487.9 1993.4
2494.3 1879.1
2494.3 1910.8
2494.3 2368.0
2494.3 1834.6
2500.6 2418.8
2507.0 1161.5
2507.0 3003.0
2507.0 1631.4
2507.0 2774.4
2507.0 1707.6
2513.3 1923.5
2519.7 1891.8
2519.7 1244.1
2545.1 1796.5
2557.8 1256.8
2570.5 1212.3
2570.5 2622.0
2583.2 2291.8
2583.2 2799.8
2583.2 1421.9
2583.2 1694.9
2583.2 2368.0
2589.5 1212.3
2589.5 1891.8
2589.5 2990.3
2589.5 2075.9
2595.9 2774.4
2602.2 2190.2
2602.2 1263.1
2608.6 1466.3
2608.6 2495.0
2608.6 2990.3
2614.9 2317.2
2614.9 2749.0
2614.9 2088.6
2614.9 1110.7
2614.9 1904.5
2614.9 1567.9
2627.6 2018.8
2634.0 1720.3
2659.4 1885.4
2659.4 1193.3
2672.1 1828.3
2684.8 1974.3
2691.1 2260.1
2691.1 1440.9
2691.1 2476.0
2697.5 2006.1
2710.2 2164.8
2710.2 1866.4
2710.2 2596.6
2716.5 2545.8
2722.9 1536.2
2722.9 1961.6
2722.9 2622.0
2722.9 2755.4
2729.2 1663.2
2735.6 1847.3
2735.6 2063.2
2741.9 1129.8
2741.9 1504.4
2748.3 1961.6
2754.6 2253.7
2754.6 2698.2
2767.3 1269.5
2773.7 1866.4
2773.7 1625.1
2780.0 2361.7
2786.4 1885.4
2792.7 2145.8
2792.7 2812.5
2792.7 1040.9
2792.7 1256.8
2799.1 2260.1
2799.1 1364.7
2805.4 2291.8
2805.4 1701.3
2811.8 1809.2
2818.1 1244.1
2824.5 2285.5
2824.5 1485.4
2824.5 2133.1
2830.8 1593.3
2837.2 1466.3
2837.2 1021.8
2837.2 1352.0
2849.9 2514.1
2849.9 1294.9
2862.6 2279.1
2862.6 1123.4
2862.6 1009.1
2868.9 2101.3
2868.9 1815.6
2875.3 1294.9
2875.3 1383.8
2875.3 1345.7
2875.3 2437.9
2875.3 2399.8
2875.3 1079.0
2881.6 2190.2
2881.6 1225.0
2881.6 1256.8
2888.0 2730.0
2888.0 2533.1
2894.3 3047.5
2894.3 1688.6
2894.3 3003.0
2900.7 1440.9
2900.7 1294.9
2900.7 2615.7
2900.7 1028.2
2907.0 2234.7
2907.0 2971.3
2913.4 2253.7
2913.4 1333.0
2913.4 1618.7
2919.7 1352.0
2919.7 1244.1
2926.1 2304.5
2926.1 2228.3
2926.1 1142.5
2926.1 1917.2
2932.4 1548.9
2938.8 1383.8
2938.8 1180.4
2938.8 831.3
2945.1 1015.5
2951.5 1402.8
2951.5 1650.5
2957.8 1320.3
2957.8 1879.1
2964.2 1510.8
2964.2 1707.6
2970.5 1942.6
2970.5 1339.3
2995.9 1758.4
2997.5 1492.1
2997.5 1466.1
2997.5 1440.1
2997.5 1414.1
2997.5 1388.1
2997.5 1362.1
2997.5 1336.1
2997.5 1310.1
2997.5 1284.1
2997.5 1258.1
2997.5 1232.1
2997.5 1180.1
2997.5 1206.1
3002.3 1720.3
3015.0 1606.0
3020.2 1479.1
3020.2 1427.1
3020.2 1401.1
3020.2 1375.1
3020.2 1349.1
3020.2 1323.1
3020.2 1297.1
3020.2 1271.1
3020.2 1245.1
3020.2 1199.6
3027.7 3047.5
3034.0 964.7
3034.0 1091.7
3046.2 1547.3
3052.7 1131.3
3053.1 1866.4
3059.4 1707.6
3059.4 1625.1
3059.4 952.0
3065.7 1524.6
3065.7 1154.1
3065.8 1098.0
3065.8 971.0
3072.1 932.9
3072.2 1547.3
3078.5 2082.3
3078.5 1625.1
3078.5 1694.9
3078.7 1446.6
3078.7 1420.6
3078.7 1394.6
3078.7 1368.6
3078.7 1342.6
3078.7 1316.6
3078.7 1290.6
3078.7 1264.6
3078.7 1238.6
3078.7 1131.3
3091.2 990.1
3097.5 1707.6
3098.2 1212.6
3098.2 1547.3
3101.5 1407.6
3101.5 1381.6
3101.5 1355.6
3101.5 1329.6
3101.5 1303.6
3101.5 1277.6
3101.5 1251.6
